theta,h
1.468181492029400736e+00,5.600661030532351203e-01
1.483968389685630829e+00,5.600220425429249804e-01
1.499755287341860921e+00,5.599875004541549073e-01
1.515542184998091013e+00,5.599602259647127322e-01
1.531329082654321327e+00,5.599397752914818671e-01
1.547115980310551420e+00,5.599276317605934583e-01
1.562902877966781512e+00,5.599201567279773473e-01
1.578689775623011604e+00,5.599206614832830109e-01
1.594476673279241696e+00,5.599291950253020289e-01
1.610263570935471789e+00,5.599429400618275432e-01
1.626050468591701881e+00,5.599650582709091440e-01
1.641837366247931973e+00,5.599941131609273981e-01
1.657624263904162065e+00,5.600322487865481147e-01
1.673411161560392379e+00,5.600796606154836432e-01
1.689198059216622472e+00,5.601322051753371278e-01
1.704984956872852564e+00,5.601941333975131165e-01
1.720771854529082656e+00,5.602646696165556328e-01
1.736558752185312748e+00,5.603413169271928007e-01
1.752345649841542841e+00,5.604255075211534987e-01
1.768132547497772933e+00,5.605169271651117002e-01
1.783919445154003025e+00,5.606145417348730176e-01
1.799706342810233117e+00,5.607222217640099871e-01
1.815493240466463432e+00,5.608391006737231121e-01
1.831280138122693524e+00,5.609647802294592811e-01
1.847067035778923616e+00,5.611007261369849175e-01
1.862853933435153708e+00,5.612471172557756960e-01
1.878640831091383800e+00,5.614041409743240063e-01
1.894427728747613893e+00,5.615732993118015548e-01
1.910214626403843985e+00,5.617547801582620792e-01
1.926001524060074077e+00,5.619493431650310900e-01
1.941788421716304169e+00,5.621578989106510438e-01
1.957575319372534484e+00,5.623811025843009626e-01
1.973362217028764576e+00,5.626194272720803635e-01
1.989149114684994668e+00,5.628735700940570297e-01
2.004936012341224760e+00,5.631436199142108023e-01
2.020722909997454853e+00,5.634317338533272324e-01
2.036509807653684945e+00,5.637380368321223134e-01
2.052296705309915037e+00,5.640619370050881098e-01
2.068083602966145129e+00,5.644033638694917476e-01
2.083870500622375221e+00,5.647636127496125091e-01
2.099657398278605314e+00,5.651424770664568165e-01
2.115444295934835406e+00,5.655401900503649326e-01
2.131231193591065498e+00,5.659560589136320985e-01
2.147018091247295590e+00,5.663899770351198404e-01
2.162804988903525683e+00,5.668416697106635205e-01
2.178591886559756219e+00,5.673120579087977955e-01
2.194378784215986311e+00,5.678004990747546055e-01
2.210165681872216403e+00,5.683081469215105486e-01
2.225952579528446496e+00,5.688346189950274079e-01
2.241739477184676588e+00,5.693802741034722503e-01
2.257526374840906680e+00,5.699456290620769083e-01
2.273313272497136772e+00,5.705310310192325263e-01
2.289100170153366864e+00,5.711380182080327828e-01
2.304887067809596957e+00,5.717685639097012107e-01
2.320673965465827049e+00,5.724245500586866431e-01
2.336460863122057141e+00,5.731067292821701020e-01
2.352247760778287233e+00,5.738159534923162886e-01
2.368034658434517326e+00,5.745539827956664958e-01
2.383821556090747418e+00,5.753235527032759533e-01
2.399608453746977510e+00,5.761272038077499547e-01
2.415395351403207602e+00,5.769657916444467238e-01
2.431182249059437694e+00,5.778413436909242140e-01
2.446969146715667787e+00,5.787527294388358223e-01
2.462756044371898323e+00,5.797023430292761459e-01
2.478542942028128415e+00,5.806885077859967881e-01
2.494329839684358507e+00,5.817084415668387631e-01
2.510116737340588600e+00,5.827599963760102808e-01
2.525903634996818692e+00,5.838410616055206281e-01
2.541690532653048784e+00,5.849472963183450780e-01
2.557477430309278876e+00,5.860746683741860918e-01
2.573264327965508969e+00,5.872178529099212341e-01
2.589051225621739061e+00,5.883718411828745554e-01
2.604838123277969153e+00,5.895296778643543956e-01
2.620625020934199245e+00,5.906855149045792119e-01
2.636411918590429337e+00,5.918331950847339762e-01
2.652198816246659430e+00,5.929668903715979988e-01
2.667985713902889522e+00,5.940782704425998650e-01
2.683772611559119614e+00,5.951600726288208687e-01
2.699559509215349706e+00,5.962060352596875168e-01
2.715346406871579799e+00,5.972105214288589980e-01
2.731133304527809891e+00,5.981683744166688133e-01
2.746920202184040427e+00,5.990742062173010085e-01
2.762707099840270519e+00,5.999221800837228891e-01
2.778493997496500612e+00,6.007098103209104201e-01
2.794280895152730704e+00,6.014325115824201706e-01
2.810067792808960796e+00,6.020900587796856884e-01
2.825854690465190888e+00,6.026800638285459977e-01
2.841641588121420980e+00,6.032031831109162523e-01
2.857428485777651073e+00,6.036586694979293455e-01
2.873215383433881165e+00,6.040488488645359144e-01
2.889002281090111257e+00,6.043758706854926999e-01
2.904789178746341349e+00,6.046427910712749432e-01
2.920576076402571442e+00,6.048544370602437770e-01
2.936362974058801534e+00,6.050128840664119600e-01
2.952149871715031626e+00,6.051269170902981998e-01
2.967936769371261718e+00,6.052017330077631430e-01
2.983723667027491810e+00,6.052429201363190847e-01
2.999510564683721903e+00,6.052569904848412730e-01
3.015297462339951995e+00,6.052486322968624322e-01
3.031084359996182087e+00,6.052251689365469867e-01
3.046871257652412623e+00,6.051919729750718790e-01
3.062658155308642716e+00,6.051547517963662415e-01
3.078445052964872808e+00,6.051176848334933744e-01
3.094231950621102900e+00,6.050860714904325866e-01
3.110018848277332992e+00,6.050602307241961242e-01
3.125805745933563085e+00,6.050448162830339704e-01
3.141592643589793177e+00,6.050428952957173090e-01
